mixed01B-01,20,31.3283,41.0524,49.3996,56.5648,62.7154,67.995,72.527,76.4173,79.7567,82.6232,85.0838,87.196,89.0091,90.5654,91.9014,93.0482,94.0326,94.8776,95.6029,96.2256,96.7601,97.2188,97.6127,97.9507,98.2409,98.49,98.7038,98.8874,99.0449,99.1802,99.2963,99.3959,99.4815,99.5549,99.6179,99.672,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,99.6961,100.68,104.715,108.911,113.275,117.814,122.535,127.445,132.552,137.864,143.388,149.134,155.11,161.326,167.79,174.514,181.507,188.78,196.345,204.213,212.396,220.907,229.759,238.966,248.542,258.501,268.86,279.633
mixed01B-02,20,26.5776,32.6145,38.1549,43.2399,47.9067,52.1898,56.1208,59.7286,63.0397,66.0786,68.8676,71.4273,73.7766,75.9327,77.9115,79.7276,81.3944,82.9242,84.3282,85.6167,86.7993,87.8847,88.8808,89.795,90.6341,91.4042,92.1109,92.7596,93.3549,93.9012,94.4027,94.8629,95.2853,95.6729,96.0287,96.3552,96.6549,96.9299,97.1823,97.414,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,97.5226,99.3533,103.118,107.026,111.082,115.291,119.66,124.195,128.902,133.786,138.856,144.118,149.58,155.248,161.132,167.238,173.575,180.153,186.98,194.066,201.42,209.053,216.975,225.198,233.732
mixed01A-24,20,31.2131,40.8545,49.1445,56.2725,62.4015,67.6714,72.2027,76.0989,79.4489,82.3294,84.8062,86.9358,88.7669,90.3414,91.6952,92.8592,93.8601,94.7207,95.4606,96.0969,96.644,97.1143,97.5188,97.8666,98.1656,98.4227,98.6438,98.8339,98.9973,99.1379,99.2587,99.3626,99.452,99.5288,99.5948,99.6516,99.7004,99.7424,99.7785,99.8096,99.8363,99.8592,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.8789,99.2708,96.9487,94.7933,92.7927,90.9359,89.2124,87.6128,86.128,84.7499,83.4708,82.2836,81.1816,80.1588,79.2095,78.3283,77.5105,76.7514,76.0468,75.3929,74.7859,74.2225,73.6996,73.2142,72.7637,72.3456,71.9575,71.5973,71.2629,70.9526,70.6646,70.3972
mixed01A-25,20,26.0857,31.7084,36.9035,41.7033,46.138,50.2353,54.021,57.5187,60.7503,63.736,66.4947,69.0435,71.3984,73.5741,75.5844,77.4417,79.1577,80.7432,82.2081,83.5616,84.812,85.9674,87.0349,88.0212,88.9324,89.7743,90.5522,91.2709,91.935,92.5485,93.1153,93.639,94.1229,94.57,94.9831,95.3647,95.7173,96.0431,96.3441,96.6222,96.8792,97.1166,97.3359,97.5386,97.7258,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.8569,97.0426,95.4821,94.0085,92.6167,91.3022,90.0608,88.8883,87.7811,86.7353,85.7477,84.8149,83.934,83.1021,82.3164,81.5743,80.8735,80.2116,79.5865,78.9961,78.4386,77.912,77.4147,76.945,76.5014,76.0825,75.6868,75.3132,74.9603,74.627,74.3122,74.015,73.7342,73.4691
grdcl-10,18.482,59.7071,92.8282,118.875,138.81,153.523,163.825,170.45,174.053,175.213,174.437,172.167,168.779,164.593,159.878,154.853,149.7,144.561,139.548,134.746,130.216,126,122.123,118.599,115.428,112.605,110.117,107.946,106.072,104.471,103.12,101.995,101.07,100.324,99.7334,99.2777,98.9378,98.6958,98.5359,98.4436,98.4063,98.4128,98.4533,98.5196,98.6045,98.7021,98.8073,98.9163,99.0256,99.1329,99.2361,99.3339,99.4252,99.5094,99.5862,99.6554,99.7173,99.7719,99.8197,99.8611,99.8966,99.9266,99.9517,99.9724,99.9892,100.003,100.013,100.021,100.026,100.03,100.033,100.034,100.034,100.033,100.032,100.03,100.028,100.026,100.024,100.021,100.019,100.017,100.015,100.013,100.011,100.009,100.008,100.006,100.005,100.004,100.003,100.002,100.002,100.001,100.001,100,100,99.9998,99.9996,99.9995,99.9994
grdcl-11,62.1567,77.4126,91.2842,103.767,114.874,124.629,133.071,140.247,146.214,151.036,154.783,157.529,159.35,160.326,160.536,160.06,158.977,157.363,155.293,152.838,150.067,147.043,143.827,140.474,137.037,133.561,130.089,126.659,123.304,120.052,116.928,113.952,111.143,108.511,106.068,103.819,101.77,99.9196,98.2685,96.813,95.5481,94.4674,93.5629,92.8257,92.2461,91.8134,91.5168,91.3449,91.2862,91.3294,91.463,91.6759,91.9572,92.2966,92.6842,93.1105,93.5667,94.0446,94.5367,95.036,95.5364,96.0321,96.5183,96.9907,97.4455,97.8797,98.2906,98.6764,99.0353,99.3665,99.6692,99.9431,100.188,100.405,100.595,100.757,100.894,101.006,101.096,101.163,101.211,101.241,101.253,101.251,101.235,101.207,101.169,101.122,101.068,101.008,100.944,100.876,100.805,100.734,100.662,100.59,100.52,100.451,100.385,100.322,100.261
nexpdcl-17,200,175.549,157.077,143.122,132.578,124.613,118.595,114.048,110.613,108.018,106.058,104.577,103.458,102.612,101.974,101.491,101.126,100.851,100.643,100.486,100.367,100.277,100.209,100.158,100.12,100.09,100.068,100.052,100.039,100.029,100.022,100.017,100.013,100.01,100.007,100.005,100.004,100.003,100.002,100.002,100.001,100.001,100.001,100.001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
nexpdcl-18,200,180.797,165.282,152.746,142.617,134.433,127.821,122.479,118.162,114.674,111.856,109.58,107.74,106.254,105.053,104.083,103.299,102.665,102.153,101.74,101.406,101.136,100.918,100.741,100.599,100.484,100.391,100.316,100.255,100.206,100.167,100.135,100.109,100.088,100.071,100.057,100.046,100.037,100.03,100.024,100.02,100.016,100.013,100.01,100.008,100.007,100.005,100.004,100.004,100.003,100.002,100.002,100.002,100.001,100.001,100.001,100.001,100.001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
nexpgr-05,26.0044,41.0548,53.044,62.5947,70.2028,76.2634,81.0914,84.9373,88.001,90.4415,92.3857,93.9344,95.1681,96.1509,96.9338,97.5575,98.0543,98.45,98.7653,99.0164,99.2165,99.3758,99.5028,99.6039,99.6845,99.7486,99.7998,99.8405,99.8729,99.8988,99.9194,99.9358,99.9488,99.9592,99.9675,99.9741,99.9794,99.9836,99.9869,99.9896,99.9917,99.9934,99.9947,99.9958,99.9967,99.9973,99.9979,99.9983,99.9986,99.9989,99.9991,99.9993,99.9995,99.9996,99.9997,99.9997,99.9998,99.9998,99.9998,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999
nexpgr-06,38.7727,46.7512,53.6901,59.7248,64.9731,69.5375,73.5071,76.9594,79.9619,82.5731,84.844,86.819,88.5366,90.0304,91.3296,92.4594,93.442,94.2966,95.0398,95.6862,96.2483,96.7372,97.1624,97.5322,97.8538,98.1334,98.3767,98.5882,98.7722,98.9322,99.0713,99.1923,99.2976,99.3891,99.4687,99.538,99.5982,99.6505,99.6961,99.7357,99.7701,99.8001,99.8261,99.8488,99.8685,99.8856,99.9005,99.9135,99.9248,99.9346,99.9431,99.9505,99.957,99.9626,99.9674,99.9717,99.9754,99.9786,99.9814,99.9838,99.9859,99.9878,99.9893,99.9907,99.9919,99.993,99.9939,99.9947,99.9954,99.996,99.9965,99.997,99.9974,99.9977,99.998,99.9983,99.9985,99.9987,99.9989,99.999,99.9991,99.9992,99.9993,99.9994,99.9995,99.9996,99.9996,99.9997,99.9997,99.9997,99.9998,99.9998,99.9998,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999
