sshpgr-01,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,15.9935,16.9375,21.1651,26.1326,31.8174,38.128,44.8979,51.8958,58.8538,65.5059,71.628,77.0654,81.7425,85.6545,88.8503,91.4104,93.4291,95.0013,96.2136,97.1414,97.8473,98.382,98.7857,99.0896,99.3181,99.4895,99.618,99.7143,99.7863,99.8403,99.8806,99.9107,99.9333,99.9501,99.9627,99.9722,99.9792,99.9845,99.9884,99.9913,99.9935,99.9952,99.9964,99.9973,99.998,99.9985,99.9989,99.9992,99.9994,99.9995,99.9996,99.9997,99.9998,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999,99.9999
sshpgr-02,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,19.9642,21.5366,23.7711,26.1621,28.705,31.3923,34.213,37.1526,40.1934,43.3148,46.4933,49.7038,52.9201,56.1157,59.2645,62.342,65.326,68.1968,70.9382,73.5371,75.9842,78.2737,80.4026,82.3712,84.1821,85.8398,87.3506,88.722,89.9624,91.0804,92.0852,92.9858,93.7911,94.5095,95.1493,95.7179,96.2227,96.6701,97.0661,97.4164,97.7258,97.999,98.24,98.4524,98.6395,98.8044,98.9494,99.077,99.1893,99.288,99.3748,99.451,99.518,99.5769,99.6286,99.674,99.7139,99.7489,99.7796,99.8066,99.8303,99.851,99.8693,99.8853
expgr-20,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,45.9139,46.2419,46.6829,47.1281,47.5776,48.0313,48.4894,48.9519,49.4187,49.89,50.3658,50.8462,51.3311,51.8207,52.3149,52.8138,53.3175,53.826,54.3394,54.8576,55.3808,55.909,56.4422,56.9805,57.5239,58.0725,58.6264,59.1855,59.75,60.3198,60.8951,61.4759,62.0622,62.6541,63.2516,63.8548,64.4638,65.0787,65.6993,66.3259,66.9585,67.5971,68.2417,68.8926,69.5496,70.2129,70.8825,71.5586,72.241,72.93,73.6255,74.3277,75.0366,75.7522,76.4747,77.204,77.9403,78.6837,79.4341,80.1917,80.9565,81.7286,82.508,83.2949,84.0893,84.8913,85.7009,86.5182,87.3434,88.1764,89.0173,89.8663,90.7234,91.5886,92.4621,93.3439,94.2342,95.1329,96.0402,96.9561,97.8808,98.8143,99.7567
expgr-21,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.4996,40.8237,41.4795,42.146,42.8231,43.5111,44.2102,44.9204,45.6422,46.3755,47.1205,47.8776,48.6468,49.4284,50.2225,51.0294,51.8492,52.6822,53.5286,54.3887,55.2625,56.1503,57.0524,57.9691,58.9004,59.8467,60.8082,61.7852,62.7778,63.7864,64.8113,65.8525,66.9105,67.9855,69.0778,70.1876,71.3153,72.461,73.6252,74.8081,76.01,77.2312,78.472,79.7327,81.0137,82.3153,83.6378,84.9816,86.3469,87.7342,89.1437,90.5759,92.0312,93.5098,95.0121,96.5386,98.0896,99.6655
lnrgr-14,11.1777,12.0659,12.9541,13.8423,14.7306,15.6188,16.507,17.3952,18.2834,19.1717,20.0599,20.9481,21.8363,22.7246,23.6128,24.501,25.3892,26.2774,27.1657,28.0539,28.9421,29.8303,30.7185,31.6068,32.495,33.3832,34.2715,35.1597,36.0479,36.9361,37.8244,38.7126,39.6008,40.4891,41.3773,42.2655,43.1537,44.042,44.9302,45.8184,46.7067,47.5949,48.4831,49.3714,50.2596,51.1478,52.036,52.9243,53.8125,54.7007,55.589,56.4772,57.3654,58.2536,59.1419,60.0301,60.9183,61.8066,62.6948,63.583,64.4712,65.3595,66.2477,67.1359,68.0241,68.9123,69.8005,70.6887,71.577,72.4652,73.3534,74.2416,75.1298,76.018,76.9062,77.7945,78.6827,79.5709,80.4591,81.3473,82.2355,83.1237,84.012,84.9002,85.7884,86.6766,87.5648,88.453,89.3412,90.2295,91.1177,92.0059,92.8941,93.7823,94.6705,95.5587,96.447,97.3352,98.2234,99.1116,99.9998
lnrgr-15,84.7896,84.9417,85.0938,85.2459,85.398,85.5501,85.7022,85.8543,86.0064,86.1585,86.3106,86.4627,86.6148,86.7669,86.919,87.0711,87.2232,87.3753,87.5274,87.6795,87.8316,87.9837,88.1358,88.2879,88.44,88.5921,88.7442,88.8963,89.0484,89.2005,89.3526,89.5047,89.6568,89.8089,89.961,90.1131,90.2652,90.4173,90.5694,90.7215,90.8736,91.0257,91.1778,91.3299,91.482,91.6341,91.7862,91.9383,92.0904,92.2425,92.3946,92.5467,92.6988,92.8509,93.003,93.1551,93.3072,93.4593,93.6114,93.7635,93.9156,94.0677,94.2198,94.3719,94.524,94.6761,94.8282,94.9803,95.1324,95.2845,95.4366,95.5887,95.7408,95.8929,96.045,96.1971,96.3492,96.5013,96.6534,96.8055,96.9576,97.1097,97.2618,97.4139,97.566,97.7181,97.8702,98.0223,98.1744,98.3265,98.4786,98.6307,98.7828,98.9349,99.087,99.2391,99.3912,99.5433,99.6954,99.8475,99.9996
lnrdcl-22,390.1,387.2,384.3,381.4,378.5,375.6,372.69,369.79,366.89,363.99,361.09,358.19,355.29,352.39,349.49,346.59,343.68,340.78,337.88,334.98,332.08,329.18,326.28,323.38,320.48,317.58,314.67,311.77,308.87,305.97,303.07,300.17,297.27,294.37,291.47,288.57,285.66,282.76,279.86,276.96,274.06,271.16,268.26,265.36,262.46,259.56,256.65,253.75,250.85,247.95,245.05,242.15,239.25,236.35,233.45,230.55,227.64,224.74,221.84,218.94,216.04,213.14,210.24,207.34,204.44,201.54,198.63,195.73,192.83,189.93,187.03,184.13,181.23,178.33,175.43,172.53,169.62,166.72,163.82,160.92,158.02,155.12,152.22,149.32,146.42,143.52,140.61,137.71,134.81,131.91,129.01,126.11,123.21,120.31,117.41,114.51,111.6,108.7,105.8,102.9,100
lnrdcl-23,178.72,177.93,177.15,176.36,175.57,174.78,174,173.21,172.42,171.64,170.85,170.06,169.27,168.49,167.7,166.91,166.13,165.34,164.55,163.76,162.98,162.19,161.4,160.61,159.83,159.04,158.25,157.47,156.68,155.89,155.1,154.32,153.53,152.74,151.96,151.17,150.38,149.59,148.81,148.02,147.23,146.44,145.66,144.87,144.08,143.3,142.51,141.72,140.93,140.15,139.36,138.57,137.79,137,136.21,135.42,134.64,133.85,133.06,132.27,131.49,130.7,129.91,129.13,128.34,127.55,126.76,125.98,125.19,124.4,123.62,122.83,122.04,121.25,120.47,119.68,118.89,118.1,117.32,116.53,115.74,114.96,114.17,113.38,112.59,111.81,111.02,110.23,109.45,108.66,107.87,107.08,106.3,105.51,104.72,103.94,103.15,102.36,101.57,100.79,100
osscct-24,228.2240016,178.3609731,129.8433545,85.68773625,48.63950094,21.00212835,4.493976467,0.141442205,8.215145067,28.21310131,58.89193489,98.3441845,144.1169004,193.3641567,243.0239976,290.0088148,331.3973197,364.6161758,387.5999954,398.9197558,397.8716493,384.520842,359.6974225,324.9447908,282.423697,234.7778971,184.9697759,136.0961613,91.19577782,53.06031392,24.06084801,6.000426416,0.00195869,6.438400498,24.90956506,54.26700483,92.6854164,137.776129,186.7356205,236.5198269,284.0334074,326.3221975,360.7568853,385.1964886,398.1214711,398.7282202,386.9790111,363.6043527,330.057568,288.4244337,241.2934964,191.5951295,142.4193367,96.82363064,57.64293153,27.31330544,7.720501624,0.082705728,4.874798906,21.79883202,49.80255065,87.14481921,131.5038763,180.1216906,229.9754419,277.9654654,321.1079739,356.7205752,382.5890501,397.1050223,399.3659589,389.2312857,367.3311277,335.0271307,294.3278006,247.7636248,198.2297381,148.8059178,102.5650975,62.38230755,30.75591916,9.652308008,0.383594404,3.526062074,18.8843276,45.50348841,81.72849403,125.307049,173.52965,223.3980491,271.8116708,315.7603907,352.5116901,379.7805513,395.8715286,399.784163,391.2751857,370.8736438,339.8480063,300.1272972,254.1811577
osscct-25,368.294197,393.3653113,399.7062681,386.7028562,355.6146394,309.45295,252.6891987,190.8217553,129.8433545,75.66061418,33.52189709,7.508932253,0.141442205,12.13307226,42.32226393,87.78476821,144.1169004,205.8620989,267.0394704,321.7231238,364.6161758,391.5638295,399.9558245,388.9792777,359.6974225,314.9466196,259.0616154,197.4556608,136.0961613,80.92664984,37.29107176,9.416148214,0.00195869,9.96040022,38.32685729,82.35363845,137.776129,199.2258791,260.7506136,316.3907945,360.7568853,389.5514045,399.9851967,391.0476021,363.6043527,320.3137143,265.3689957,204.092368,142.4193367,86.32380472,41.23941557,11.53322817,0.082705728,7.996992856,34.50947922,77.05205658,131.5038763,192.5905117,254.3948605,310.9302999,356.7205752,387.3302524,399.7943526,392.9055519,367.3311277,325.5483238,271.604394,210.7245688,148.8059178,91.84613569,45.36258075,13.85784086,0.383594404,6.245012204,30.87433327,71.8858605,125.307049,185.9633034,247.9792097,305.3476529,352.5116901,384.9028191,399.3835022,394.5510811,370.8736438,330.6446841,277.7609442,217.3449601,155.248872,97.48756176,49.65602702,16.38742651,0.90429339,4.706387483,27.42542235,66.86073904,119.1924709,179.3515517,241.5107259,299.6490009,348.1348647
